bill_id,state,year,cluster_id,confidence,keywords,mga_topic
1798269,MD,2024,9,0.974,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1797935,MD,2024,40,0.9399,"board, dental, health, license, practice",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1837878,MD,2024,5,0.9568,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1829866,MD,2024,2,0.9476,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1812235,MD,2024,7,0.9635,"property, county, tenant, landlord, department",property
1839165,MD,2024,34,0.9611,"court, county, judge, law, salary",court
1798140,MD,2024,25,0.9484,"electronic, person, law, information, public",electronic
1826290,MD,2024,26,0.9752,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1829165,MD,2024,11,0.9694,"inmate, correctional, services, department, law",inmate
1832683,MD,2024,26,0.9805,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1824757,MD,2024,26,0.979,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1827878,MD,2024,12,0.9276,"energy, electric, commission, company, public",energy
1832729,MD,2024,21,0.9386,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1842094,MD,2024,44,0.9427,"cannabis, tobacco, medical, marijuana, commission","cannabis administration, maryland; cannabis distribution; cannabis production; treatments.’; drugs; hemp; smoking and vaping"
1827897,MD,2024,0,0.9175,"employee, employer, employment, labor, work",employee
